recommendationid,response_length
49494978,2.602059991327962
115580078,2.3502480183341623
114735873,2.1931245983544616
107164316,2.751279103983342
100084790,2.4533183400470375
96622086,2.7649229846498886
95667166,2.294466226161593
94410015,1.8061799739838869
93576317,2.3180633349627615
92739223,2.281033367247727
92363556,3.2979792441593623
91991647,2.45178643552429
78159346,2.9599948383284156
78109821,3.096214585346405
77352637,2.763427993562937
76738700,3.060320028688285
76738114,3.222976449893391
76689151,2.9921114877869495
76683595,2.9921114877869495
76682024,2.919601023784111
76666487,3.220892249219519
76649913,2.808885867359812
76638183,2.8870543780509568
76631804,3.2662316966898928
76628440,2.437750562820388
76620207,2.5289167002776547
76616740,2.9921114877869495
76599031,2.807535028068853
76595200,2.814913181275074
76592962,2.81424759573192
76591413,2.804820678721162
76583011,2.80413943233535
76582858,2.8182258936139553
76580792,2.7134905430939424
76565305,2.7315887651867388
76563290,3.220892249219519
76550590,2.930949031167523
49295500,2.605305046141109
72411502,2.4232458739368075
77533832,2.0681858617461617
75509099,2.6766936096248664
69537752,2.514547752660286
67507859,2.57978359661681
65953884,2.7649229846498886
64782197,2.2013971243204513
61837780,2.012837224705172
60952307,2.648360010980931
49426734,3.044147620878723
125596434,2.7201593034059566
125554471,2.5563025007672873
125288527,2.5575072019056577
125132969,1.0
124912084,2.5526682161121927
124533324,2.5526682161121927
124148470,2.7201593034059566
124036913,2.3541084391474008
123953622,2.5526682161121927
123702070,2.634477270160731
123631882,2.671172842715083
123442020,2.0170333392987803
123438279,2.6570558528571038
123257821,2.086359830674748
123022931,2.220108088040055
122948489,2.086359830674748
122521378,1.6989700043360185
122399791,2.3891660843645326
122331895,2.2576785748691846
122230689,1.7781512503836434
122152428,1.7481880270062005
122118094,2.0043213737826426
121840126,1.9395192526186182
121826348,1.7781512503836434
121705822,1.9395192526186182
121644051,1.9395192526186182
121624616,2.387389826338729
121619432,2.276461804173244
121616029,1.9493900066449126
121553654,2.3891660843645326
121483499,2.741151598851785
121300564,2.8375884382355108
121286611,2.3502480183341623
120943196,1.8195439355418683
120907276,2.0
120511919,2.0
120240407,1.8260748027008262
120043424,1.4913616938342726
119838723,1.8195439355418683
119821830,1.9956351945975497
119647921,1.8573324964312683
119561872,1.8195439355418683
119410697,2.5465426634781307
119218584,1.8920946026904801
119190821,1.4913616938342726
118990008,1.8195439355418683
118918983,2.0755469613925306
118637210,1.919078092376074
118612665,2.2121876044039577
118527238,2.4712917110589383
118480503,2.437750562820388
118472276,1.9956351945975497
118378255,2.0
118302438,2.1789769472931693
118298820,1.9867717342662448
118264112,2.1789769472931693
118217796,2.107209969647868
118099278,2.107209969647868
118011529,2.0718820073061255
117943413,2.1139433523068365
117942534,2.322219294733919
117908882,2.2041199826559246
117907324,2.624282095835668
117886165,2.371067862271736
117818715,2.81424759573192
117735732,1.9344984512435675
117730331,2.1205739312058496
117687591,2.6464037262230695
117463446,2.7902851640332416
117427120,2.2504200023088936
117245920,2.4183012913197452
117245833,1.9956351945975497
117168344,2.710117365111816
117163204,2.1522883443830563
117097108,1.9344984512435675
117096090,2.064457989226918
117090457,2.5611013836490555
117077417,2.488550716500444
117070468,2.1522883443830563
117044539,2.3783979009481375
117042048,1.8061799739838869
117038170,2.518513939877887
117031864,2.551449997972875
117009881,2.5276299008713385
116996966,2.1673173347481756
116975640,2.281033367247727
116952460,1.7993405494535815
116948913,2.1522883443830563
116872351,1.8808135922807911
116869481,2.650307523131936
116852576,1.919078092376074
116791131,2.442479769064448
116772095,2.0530784434834195
116753676,2.894316062684438
116752853,2.0
116747983,2.3463529744506384
116739965,2.518513939877887
116680970,1.8573324964312683
116675462,2.4727564493172123
116614772,1.9242792860618814
116592365,2.4031205211758175
116589483,2.290034611362518
116563772,2.2833012287035492
116475920,1.9242792860618814
116436722,2.1643528557844367
116426926,1.7781512503836434
116392634,1.845098040014257
116391470,2.3673559210260184
116316486,2.2068258760318495
116278360,2.1789769472931693
116275118,2.3384564936046046
116248934,2.1461280356782377
116209137,2.374748346010104
116199289,2.408239965311849
116171322,2.1367205671564067
116087525,2.143014800254095
116055925,2.4014005407815437
116021816,1.7075701760979363
115831030,2.506505032404872
115805224,2.5250448070368448
115732026,2.2380461031287955
115727753,2.484299839346786
115715513,1.8976270912904412
115686735,2.296665190261531
115686010,2.0755469613925306
115674676,1.8325089127062362
115664979,2.1205739312058496
115626789,2.255272505103306
115589081,2.301029995663981
115584634,1.7781512503836434
115577609,1.9867717342662448
115573849,1.7781512503836434
115569330,1.8129133566428552
115460250,2.1846914308175984
115453459,0.8450980400142567
115451365,2.3304137733491905
115413858,1.9395192526186182
115411117,1.6989700043360185
115406861,2.320146286111054
115358737,2.214843848047698
115349316,2.3283796034387376
115310599,2.5477747053878224
115303497,2.5477747053878224
115283522,2.442479769064448
115280158,2.394451680826216
115277553,2.521138083704036
115266491,1.9542425094393248
115244581,2.1931245983544616
115230643,2.143014800254095
115220901,2.394451680826216
115215466,2.5428254269591797
115205347,2.477121254719662
115200027,2.394451680826216
115200019,2.012837224705172
115168487,2.514547752660286
115167065,2.5865873046717547
115162527,2.644438589467838
115117341,2.5403294747908736
115106834,1.8129133566428552
115096986,2.5899496013257073
115094109,2.5403294747908736
115091732,1.9542425094393248
115076189,1.8129133566428552
115069856,2.5301996982030817
115039533,2.5327543789924976
115039450,2.5693739096150456
115031631,2.4668676203541096
115022860,2.394451680826216
115019816,1.716003343634799
115015904,2.3891660843645326
115011587,2.5403294747908736
114998827,1.9542425094393248
114998147,2.5403294747908736
114993896,2.695481676490197
114991799,1.9542425094393248
114986424,2.6928469192772297
114979780,1.3617278360175928
114977790,2.3180633349627615
114968781,2.1367205671564067
114968330,1.785329835010767
114964245,2.3502480183341623
114959153,1.9542425094393248
114951602,2.5403294747908736
114951285,2.107209969647868
114946845,2.110589710299249
114946510,1.9542425094393248
114945034,1.9542425094393248
114942876,2.5440680443502752
114942843,1.9395192526186182
114941945,1.9542425094393248
114941834,2.1553360374650614
114934676,2.2833012287035492
114934037,2.3283796034387376
114930367,2.332438459915605
114929669,2.843232778098009
114923971,2.5403294747908736
114923523,2.4955443375464483
114921460,1.7481880270062005
114921317,2.2855573090077734
114917927,2.437750562820388
114917608,1.919078092376074
114917554,2.843232778098009
114916777,1.6532125137753435
114912186,2.487138375477186
114909290,2.4409090820652173
114907269,2.53529412004277
114906134,2.5403294747908736
114905718,1.9542425094393248
114902649,2.5403294747908736
114896387,1.716003343634799
114893860,1.556302500767287
114893845,1.724275869600789
114891732,1.8808135922807911
114891141,1.8692317197309762
114891019,1.6020599913279623
97265768,1.8061799739838869
49804142,2.217483944213906
49657738,2.2068258760318495
122014415,2.305351369446624
109647332,2.130333768495006
98106288,2.187520720836463
97443035,1.4313637641589871
50201374,1.591064607026499
50036689,1.2552725051033058
54798943,2.2455126678141495
50844816,2.0374264979406234
112898404,2.643452676486187
49947533,2.173186268412274
49624637,2.3579348470004535
49602711,1.57978359661681
49592135,2.3692158574101425
49548966,2.049218022670181
54588885,1.6720978579357173
78490132,2.7126497016272113
64437655,1.9138138523837167
58797969,2.34439227368511
54081134,3.07554696139253
53853701,2.8331471119127847
49959528,3.011147360775797
103174260,2.4031205211758175
100095904,2.397940008672037
99911400,3.118264726089479
97588926,2.290034611362518
97574670,2.0606978403536114
97263581,2.3521825181113623
97211218,1.7403626894942439
83513395,2.5092025223311025
83175606,1.9344984512435675
81559083,2.7419390777291985
81114796,2.396199347095736
77185248,2.5092025223311025
76981046,2.5092025223311025
76302827,2.5092025223311025
74902079,2.6170003411208986
74744643,2.5092025223311025
74622317,2.5854607295085006
74537098,2.5092025223311025
74515282,2.763427993562937
74391790,2.5092025223311025
74284106,2.5092025223311025
74278682,2.5092025223311025
92688625,2.0899051114393976
92678567,2.5502283530550938
92623242,2.6857417386022635
122545628,0.6020599913279623
82977755,1.7075701760979363
96639065,2.281033367247727
92076947,2.3856062735983117
90749723,2.4345689040341987
90330393,2.2833012287035492
81513421,2.751279103983342
115703538,2.442479769064448
106138953,2.505149978319906
99136243,2.1986570869544226
91504140,2.1789769472931693
90174534,2.625312450961674
90161322,2.276461804173244
89043934,2.469822015978163
87837944,2.287801729930226
87349722,2.3617278360175926
86939355,2.359835482339888
75231733,2.75966784468963
74484846,2.775246259740236
73012366,2.290034611362518
66062571,2.620136054973757
65503275,2.3074960379132126
54044189,2.487138375477186
51091016,2.5428254269591797
51055537,2.608526033577194
51054762,2.8280150642239765
51053858,2.4668676203541096
55067992,2.488550716500444
122389932,2.635483746814912
109271879,2.404833716619938
106473653,2.3364597338485296
69206644,2.5622928644564746
67527175,2.255272505103306
65845942,2.6424645202421213
133897168,2.392696953259666
114763582,2.2741578492636796
114636430,2.281033367247727
114630048,2.3463529744506384
114971159,2.4638929889859074
55712136,2.255272505103306
159039635,2.2278867046136734
155923134,1.6232492903979003
154039281,2.049218022670181
142564417,2.5490032620257876
140748249,2.394451680826216
140157706,2.2355284469075487
137724851,2.1139433523068365
131710504,1.9542425094393248
130931161,2.0374264979406234
128923299,2.187520720836463
127479908,1.9294189257142926
120693022,2.5831987739686224
120130208,2.0374264979406234
118922260,1.8573324964312683
117866289,2.0718820073061255
117327582,2.4345689040341987
117325595,2.7234556720351857
116439588,2.4456042032735974
116268228,2.2988530764097064
116046723,2.5693739096150456
115583457,1.8260748027008262
115561565,2.468347330412157
115269362,1.9542425094393248
114953739,1.9542425094393248
114801793,1.5314789170422551
114370404,1.8195439355418683
113723507,2.181843587944772
113641829,2.515873843711679
113351097,1.9294189257142926
113252866,2.143014800254095
113234139,2.110589710299249
113226940,1.9084850188786497
113217185,2.3541084391474008
113197020,2.2648178230095364
113192354,2.1205739312058496
113139980,1.5314789170422551
113138130,2.41161970596323
113120436,2.301029995663981
113010220,2.187520720836463
111609596,2.1398790864012365
111607329,1.716003343634799
106881628,2.4014005407815437
106425372,2.6063813651106047
106147167,1.8920946026904801
102139605,2.287801729930226
100803889,2.012837224705172
97510658,1.716003343634799
96239046,1.9084850188786497
89918237,2.1986570869544226
86925762,1.7323937598229684
85837979,2.041392685158225
85612625,1.851258348719075
85485829,1.9444826721501687
84127682,2.2227164711475833
82889856,2.1613680022349744
82717321,2.2041199826559246
82397315,2.658964842664435
79758041,2.4313637641589874
78752935,2.0969100130080562
78734076,2.3654879848908994
76447520,2.2041199826559246
75888164,1.9444826721501687
74688707,1.9138138523837167
71689270,2.1613680022349744
70555747,2.6304278750250236
70196781,2.1492191126553797
69439807,2.0043213737826426
68216163,2.4132997640812515
65786998,2.5611013836490555
64801543,1.9344984512435675
64635313,1.9030899869919433
63414294,2.1205739312058496
62976482,2.2013971243204513
62422348,2.301029995663981
61989770,2.3283796034387376
60475718,2.4941545940184424
60054519,2.170261715394957
55491542,2.3617278360175926
55159021,2.086359830674748
54988648,1.8260748027008262
54889918,2.214843848047698
54584121,2.1986570869544226
54397980,2.1986570869544226
54371603,1.9444826721501687
54316632,2.6095944092252195
54257053,2.4297522800024076
54222658,2.2278867046136734
54220392,2.437750562820388
54204511,2.0569048513364723
54203576,1.845098040014257
54202415,2.012837224705172
54198221,2.2355284469075487
54185906,2.3344537511509307
54179630,1.9138138523837167
54177045,2.1673173347481756
54172006,1.9777236052888476
54170914,1.8633228601204557
54163818,1.9242792860618814
54163714,2.3483048630481607
54157356,2.1205739312058496
54157171,2.1398790864012365
54156914,2.7781512503836434
54155684,2.1673173347481756
54153544,1.9138138523837167
54150388,1.851258348719075
54141255,1.9493900066449126
54140928,2.342422680822206
54136894,2.1613680022349744
54136871,1.9084850188786497
54136131,2.0681858617461617
54134537,1.8195439355418683
116803963,1.8129133566428552
157142788,2.2741578492636796
153525646,2.3502480183341623
136936619,1.845098040014257
134180583,1.851258348719075
131896402,1.5314789170422551
131896399,1.785329835010767
130125529,2.1271047983648073
117099007,2.2922560713564755
116924368,2.2455126678141495
116008936,2.130333768495006
114593367,2.3654879848908994
108297723,2.045322978786657
106927329,1.968482948553935
105717737,2.252853030979893
101463244,2.5646660642520893
99286116,2.380211241711606
98495407,2.305351369446624
98279144,2.807535028068853
98207776,2.2355284469075487
98151925,2.340444114840118
93988690,2.5502283530550938
65196319,2.340444114840118
64989614,2.4281347940287885
64984337,2.4232458739368075
64930317,2.305351369446624
57247115,1.9493900066449126
51434858,1.9637878273455551
50902196,2.3560258571931225
50783897,1.968482948553935
50337799,1.8129133566428552
50195092,2.5943925503754266
87008359,1.6532125137753435
75621139,2.6989700043360183
80810081,1.6434526764861872
80779600,1.6434526764861872
72103678,2.5622928644564746
70684003,2.117271295655764
67597284,1.57978359661681
63362301,2.660865478003869
62760531,2.064457989226918
62105965,2.4828735836087534
61939881,2.849419413796899
61929860,2.4014005407815437
61784023,1.8129133566428552
61748195,2.181843587944772
61730136,2.107209969647868
61639871,1.414973347970818
148627109,2.4593924877592306
158094837,2.4393326938302624
95119777,2.4099331233312946
92469253,2.6674529528899535
92359392,2.665580991017953
87334713,2.2600713879850747
87120278,2.710117365111816
86570996,2.507855871695831
85602046,2.4248816366310666
84797354,2.737192642704737
84368336,2.7201593034059566
83245077,2.76417613239033
81315502,2.5276299008713385
78028709,2.9986951583116555
73947185,3.0770043267933502
64309702,2.753583058892906
64250157,2.2833012287035492
98863238,2.1553360374650614
98102153,1.6020599913279623
97615752,2.1492191126553797
97205680,2.4329692908744054
75192550,2.5092025223311025
75178915,2.4857214264815797
75156836,2.521138083704036
75142469,2.392696953259666
75134357,2.53529412004277
75130781,2.442479769064448
75130108,2.5820633629117085
75128603,2.2479732663618064
75124063,2.02530586526477
75105169,1.8061799739838869
75035812,2.2304489213782737
75016556,2.394451680826216
75003716,2.501059262217751
75002267,2.3654879848908994
74927723,2.2455126678141495
74549497,2.2576785748691846
74546773,2.1522883443830563
74488713,2.656098202012832
74250398,2.1846914308175984
74233315,2.2988530764097064
73997974,2.4668676203541096
73926606,2.506505032404872
73926031,2.181843587944772
73688950,2.7505083948513462
73675207,2.2833012287035492
73673544,2.3159703454569174
73661632,2.290034611362518
73582491,2.045322978786657
73552085,2.506505032404872
73543866,2.110589710299249
73522934,2.4456042032735974
73443544,2.2695129442179165
73433630,2.1335389083702174
73398255,2.217483944213906
73391678,1.9493900066449126
73301734,2.3242824552976926
73280063,2.45178643552429
73263558,2.1643528557844367
73228507,2.1931245983544616
73183148,2.3541084391474008
73166004,2.2041199826559246
73158124,2.0569048513364723
73128478,2.65991620006985
73125960,2.173186268412274
73108948,2.176091259055681
73099331,2.0606978403536114
73098867,2.4623979978989556
73098354,2.2988530764097064
73086669,1.7403626894942439
73083489,2.3364597338485296
73083301,1.556302500767287
73044226,2.4756711883244296
73043391,2.252853030979893
72984336,2.187520720836463
72982731,2.278753600952829
72979805,2.3283796034387376
72975110,2.1846914308175984
72972383,2.6106601630898796
72968504,2.426511261364575
72962905,2.2479732663618064
72945488,2.1789769472931693
72937978,2.214843848047698
72932748,2.217483944213906
72923520,1.8573324964312683
72923259,2.4996870826184034
72916608,2.0969100130080562
72915510,1.6627578316815739
72915144,2.117271295655764
72912528,2.3502480183341623
72909626,2.3856062735983117
72906825,2.514547752660286
72903156,2.255272505103306
72896071,2.3673559210260184
72890097,2.08278537031645
72885845,2.045322978786657
72879448,2.117271295655764
72879351,2.0530784434834195
72878768,1.8920946026904801
72873438,2.2504200023088936
72869282,2.093421685162235
72867512,2.3729120029701067
72867124,2.3502480183341623
72865730,1.8325089127062362
72859185,2.5263392773898437
72858098,2.1003705451175625
72857773,1.785329835010767
72854630,2.0755469613925306
72849314,2.469822015978163
72846704,2.5024271199844326
72827994,2.4983105537896004
72826993,2.2671717284030133
72826919,2.3180633349627615
72823537,2.3074960379132126
72820977,2.591064607026499
72817608,2.396199347095736
72814804,1.8573324964312683
72814076,2.3521825181113623
72810701,2.4281347940287885
72803087,2.53529412004277
72802130,2.5693739096150456
72800594,2.437750562820388
72799810,2.658964842664435
72799802,2.181843587944772
72799275,2.3344537511509307
72799144,2.2833012287035492
72797959,2.477121254719662
72797905,2.45484486000851
72796902,2.506505032404872
72794974,2.60422605308447
72793584,2.2855573090077734
72791681,2.7395723444500915
72791631,2.0755469613925306
72788069,2.5263392773898437
72787134,2.220108088040055
72784888,2.1673173347481756
72780726,2.1398790864012365
72780505,2.326335860928751
72777626,1.8260748027008262
72774276,2.271841606536499
72773271,2.2278867046136734
72771305,2.049218022670181
72771014,2.1367205671564067
72766025,1.2041199826559246
72765723,2.276461804173244
72764839,2.4899584794248346
72764618,2.2695129442179165
72763668,2.107209969647868
72763494,1.0791812460476247
72762073,1.9395192526186182
72761102,1.6334684555795864
72760886,2.08278537031645
72759304,2.1522883443830563
72757533,2.322219294733919
72757095,1.9030899869919433
72756927,2.4132997640812515
72756339,1.9395192526186182
72755753,2.08278537031645
72755747,2.3364597338485296
72752792,1.9956351945975497
72751947,2.5705429398818973
72749234,2.3074960379132126
72748850,2.5276299008713385
72748571,2.4668676203541096
72746899,2.4857214264815797
72745952,2.0374264979406234
72745723,2.380211241711606
72745705,2.518513939877887
72742235,2.1958996524092336
72741883,2.0
72741741,2.064457989226918
72740252,2.4563660331290427
50836956,2.559906625036112
50766937,2.6404814369704215
50497861,2.6522463410033232
51069684,2.3483048630481607
50989425,2.2355284469075487
161108555,2.4563660331290427
160341953,2.1553360374650614
160330323,2.602059991327962
159943886,2.3242824552976926
158687208,2.123851640967086
158549691,2.782472624166286
158100972,2.049218022670181
157939884,2.6148972160331345
157622589,2.5276299008713385
157606093,2.450249108319361
157311481,2.6946051989335684
157274353,2.5276299008713385
156876153,2.371067862271736
156509442,2.633468455579586
155357510,2.511883360978874
155269778,2.7881683711411673
154487223,2.57978359661681
153508907,2.4456042032735974
152771329,3.02612451674545
150330616,2.7193312869837265
148807079,2.6454222693490914
148625092,2.631443769013172
148318241,2.4828735836087534
147935804,2.3891660843645326
145167431,2.857935264719429
144950933,2.5340261060561344
144552921,2.1673173347481756
142672862,2.8344207036815323
142606157,2.578639209968072
142095062,2.437750562820388
141919791,2.598790506763115
139346945,2.9222062774390163
138973219,3.0008677215312267
138793645,2.5276299008713385
138340159,2.727541257028556
137690708,2.537819095073274
137401939,2.1673173347481756
136656103,2.7032913781186614
134915933,2.5276299008713385
134557672,2.558708570533166
134205608,2.7979596437371956
132291444,2.621176281775035
130301998,2.578639209968072
130150914,2.5820633629117085
130119007,2.5820633629117085
129956681,2.5276299008713385
129286580,2.5611013836490555
129209203,2.5276299008713385
128640982,2.6989700043360183
127593365,2.5622928644564746
125066103,2.5622928644564746
123894711,2.5843312243675305
123697391,2.5843312243675305
123561268,2.5092025223311025
123501940,2.5843312243675305
122240299,2.5899496013257073
121668186,2.5276299008713385
121410855,2.5276299008713385
121107037,2.6646419755561253
120837480,2.5276299008713385
120822624,2.5276299008713385
120158040,2.5276299008713385
120136654,2.5831987739686224
118828454,2.5276299008713385
118282312,2.5276299008713385
117909439,2.5276299008713385
117204871,2.6739419986340875
116865138,2.5276299008713385
113273993,2.5276299008713385
113065748,2.5276299008713385
109598614,2.5831987739686224
109494902,2.8014037100173548
108846139,2.5276299008713385
108803697,2.5276299008713385
108588387,2.5276299008713385
108406908,2.5276299008713385
108354516,2.5276299008713385
107851896,2.5276299008713385
107637068,2.7671558660821804
107449535,2.5276299008713385
107414166,2.4313637641589874
107381455,2.639486489268586
107111988,2.602059991327962
107100428,2.3283796034387376
107013684,2.383815365980431
106925420,2.5276299008713385
106434125,2.728353782021228
106262296,2.7671558660821804
103327594,2.5276299008713385
103254261,2.5276299008713385
103023525,2.5276299008713385
101890465,2.7671558660821804
101676535,2.7395723444500915
101621534,2.9827233876685453
101558341,2.5276299008713385
101464881,2.631443769013172
101278100,2.5276299008713385
101248611,2.5921767573958667
101212878,2.383815365980431
101090913,2.65991620006985
101086784,2.7291647896927698
100873089,2.602059991327962
100513140,2.600972895686748
100479602,2.5276299008713385
100431369,2.7143297597452327
100391967,2.5276299008713385
100274155,2.608526033577194
99987363,2.622214022966295
99869633,2.3304137733491905
99705399,2.6063813651106047
99703657,2.416640507338281
99695229,2.844477175745681
99583927,2.702430536445525
99544632,3.0326187608507196
99541614,2.6803355134145628
99514637,3.0132586652835163
99511734,2.9929950984313414
99483028,2.4232458739368075
99479201,2.4941545940184424
99475292,2.2329961103921536
99471876,2.686636269262293
99426836,2.5276299008713385
99404032,2.736396502276642
159067568,2.8790958795000723
141176161,2.8790958795000723
138369525,2.8790958795000723
118607936,2.8790958795000723
58088754,2.320146286111054
98245812,2.4969296480732144
78363885,1.7403626894942439
78321396,2.0755469613925306
78243113,2.012837224705172
77997595,1.6334684555795864
54543098,3.1766699326681493
53374957,3.321184027302314
51405471,2.4913616938342726
51382043,2.3096301674258983
51326283,3.2387985627139164
87778067,2.6946051989335684
78295825,2.176091259055681
72865638,2.600972895686748
71612280,2.0969100130080562
50513024,2.5477747053878224
60437551,2.442479769064448
60317157,2.3692158574101425
50864606,2.3463529744506384
50849484,2.1673173347481756
61340622,2.890421018800914
132397043,2.553883026643874
50586111,2.093421685162235
61618495,2.0755469613925306
61594762,2.5092025223311025
61591678,2.469822015978163
61591582,2.4712917110589383
61590722,2.4065401804339546
61590671,2.2855573090077734
61588403,2.4409090820652173
61586460,1.7323937598229684
54559589,2.2041199826559246
152721268,2.187520720836463
149143452,2.0334237554869494
146244244,2.187520720836463
144533780,1.6127838567197355
144521546,1.9444826721501687
143424267,2.187520720836463
142050688,2.4014005407815437
135059406,2.755112266395071
129291543,2.7315887651867388
129264806,2.9464522650130727
128631061,3.2240148113728635
123423562,2.110589710299249
122307481,2.5932860670204567
110024616,2.634477270160731
101504545,2.2355284469075487
88165960,2.611723308007342
87998876,2.8987251815894934
87648040,2.450249108319361
87640326,2.56348108539441
87520922,2.4329692908744054
77994574,2.718501688867274
69581156,2.5563025007672873
