recommendationid,similarity_between,similarity_inner
55140554,0.3344298667415112,0.6431889793436116
51331409,0.5161481649784733,0.80707512219751
41080484,0.8721700168044881,0.8327720429292929
49304741,0.6801932188430103,0.8001944210700853
49292737,0.4180109798498305,0.810225144398494
49291681,0.4765249912529429,0.7693559298326816
48677562,0.7323649360329189,0.7793131065166433
48091517,0.6798329006527223,0.8173187281228905
49568026,0.4624795349063931,0.7814682585543697
51057165,0.058848612514278066,0.6783223649415488
51116959,0.7998093536147582,0.8126548977086603
49667393,0.6361678321691667,0.7868615262457098
49343942,0.8178356498193798,0.8073044537686026
46175515,0.8098527963618452,0.8547355413246162
49315177,0.6733000640547834,0.7119576417582836
49359899,0.7238342418239858,0.8258558374961646
51075402,0.6885208455633741,0.807855965452795
45576441,0.6594884775650374,0.6419152209483246
41089492,0.8308337426606076,0.8336726290900408
48306241,0.8534856499041396,0.7582292925994225
48568841,0.750491622228511,0.7137137913159404
50533622,0.7076818535183099,0.8195612465801141
50711140,0.7188578954880579,0.8437544462551909
50043157,0.45512186612200384,0.6512846402273047
44894578,0.8197447979720424,0.8661825186676936
49325161,0.6679670914974041,0.8105120313080676
49299753,0.5597273767064163,0.7208851476368582
51085054,0.5144915419778796,0.5466578056626162
45674453,0.6088966532573378,0.7901232381573403
43161517,0.8207588047595372,0.8114591366207692
51231100,0.7177112420169555,0.7957745457054102
49028358,0.6743637927897657,0.8133790457607712
49293057,0.7494170817896288,0.8020086967046027
49331516,0.7462068116266811,0.83650843040994
51246411,0.5468651965194744,0.8234425575438757
49356764,-0.008333007460705932,0.82656528835809
49612379,0.2506052270326347,0.741521802184613
49348929,0.7201788501933356,0.7769581215068325
48568795,0.6594687505702304,0.7241275339810623
49622078,0.8588452798018474,0.8503433248638007
49289404,0.7003066542350305,0.8410821801831986
45538557,0.7833892526244762,0.7793904674594063
50176374,0.4592548507654377,0.7395742598606561
49299601,0.7269778343366766,0.7808272157336029
48659619,0.6713713546170251,0.7190899372425118
48699571,0.4139377824547122,0.8256412776887343
43768291,0.7442583705838391,0.7612125345790893
50078779,0.6029635679485673,0.6182956017408336
55199199,0.5282335651679894,0.7723564213971806
48857468,0.6809763962883408,0.8225405622602896
49441740,0.8137938913419477,0.7562351947209723
47042576,0.7227808080458692,0.7471032345527578
47690518,0.7376896787556689,0.7937810254796396
49335307,0.20910605724087386,0.766598968039009
50657744,0.7734546550323157,0.8257780451972837
55234163,0.6746383483678596,0.6611804346029612
49317286,0.6015745781032852,0.7883395863853613
49342058,0.7561953740716432,0.7938855510963299
50641059,0.585124796522506,0.8350470708066831
51346289,0.519832030480712,0.8009801018663363
49307525,0.749269167100484,0.8134217924662113
49333160,0.7166584412784843,0.8118255219136828
49878697,0.39996024963600246,0.7997865917722302
47850032,0.7673460905108328,0.8122337367034014
48695424,0.47325898545146233,0.7744239931573742
55037525,0.6040333707685228,0.8157223152884666
47569431,0.7672800873978624,0.7860986856763088
49794346,0.793145645196993,0.8174170194026942
45307299,0.7554393317748934,0.8308906016835503
41427936,0.7635434215649297,0.7597951324660974
49326391,0.4041130378745835,0.7715609620943767
55229684,0.45867370940191987,0.7520364513459774
47303480,0.659372046327078,0.7388979104082893
51107069,0.6751497623438036,0.814937066555027
49202149,0.7806810856409858,0.8136642981614775
48102409,0.7680554423012869,0.8202560137565221
49448930,0.8618095524412134,0.8681861527384611
55170964,0.7013211099828252,0.74940866934436
50104708,0.47764712056644176,0.6421930803783704
49380021,0.6959582986837766,0.7991224919463897
51098463,0.5899178823179447,0.5775437876896489
49316163,0.6215654983995017,0.7589596148492964
50024246,0.5958955004300854,0.7459765226771252
43755982,0.0,0.0
47398062,0.7192618199411869,0.8107196684384445
50362148,0.7415270256208079,0.8047730914359231
45264993,0.8296367846220634,0.8171821389909791
51163582,0.5213382460578447,0.5638399568125878
50694841,0.8582400438445044,0.7923425465705843
50743776,0.7529351160191607,0.8004255447724995
50092240,0.6271177681986881,0.6278622439490579
45228906,0.6813765105177112,0.7185618536636056
50135946,0.5815149710281338,0.7347723883279142
49304524,0.5872628628099404,0.8068143637810872
47939215,0.3160567758964871,0.7343331682348768
48542839,0.7373249948717544,0.8009456306524296
50430057,0.8439882279927413,0.8321927770437836
50325943,0.0,0.7927040972968029
49338779,0.697242641532759,0.701523282028973
45547076,0.648188737013596,0.720704596884758
49887331,0.7762798597031427,0.7832146937136615
50203729,0.775804645093107,0.8210170257207244
49301244,0.6562616576247084,0.7941550696701338
43159841,0.6807207794172038,0.7905512151859928
50531640,0.5225281569121267,0.749198785948128
46173503,0.7114351728749925,0.8364856555233728
49329083,0.7066508312831321,0.8689663727073851
51253113,0.6853585068698114,0.7875706626622194
51216524,0.6120869033763932,0.7615182302329078
43966515,0.84480869004724,0.8565633352093645
50037984,0.6677065268984879,0.6387042719693458
43309527,0.5552781607412212,0.621100698256845
50443920,0.7479667214349313,0.8051853275584261
50821371,0.7130598304109491,0.7975182123926325
50133985,0.6788486529840729,0.6586613951515848
50730890,0.48602239001389735,0.7934845912308189
50035464,0.713128946212525,0.6620219123429042
49363177,0.6882210257949359,0.8315221963045099
50036026,0.794602376274162,0.7371789916460749
51432652,0.6732591317351994,0.8006655455617213
50381625,0.8064846024125294,0.8269463505823735
49286862,0.6725403517740088,0.8175857219970513
50192645,0.4547383550629319,0.5933886370216332
50037348,0.5421391653725544,0.6498861852102783
49300556,0.7211460265213714,0.7277029331858599
43537717,0.0,0.8061772406958515
43963277,0.6914596080684109,0.7255401920274863
49325490,0.6822712066393959,0.793833605468322
50080367,0.6272569849964283,0.6564592541641818
49384433,0.8439652009900678,0.8055895597693958
41594311,0.879742042662594,0.8752315605829157
49027104,0.8489938570666579,0.7724863353007534
48256746,0.3557596362841645,0.8913330005175066
48938308,0.765079656417603,0.8117604623389574
50129762,0.8358903104158116,0.8190797104993258
49493063,0.7016070982498668,0.778316891832628
49393647,0.7661296557452197,0.8468439909987403
49528868,0.904419651866361,0.8576177929793296
49289801,0.11331512796684663,0.7998983479125603
50272663,0.6005712062212234,0.6461400422121829
45752908,0.6878548012494224,0.7405690076607447
55070777,0.3958726453759161,0.8410761045132764
49351982,0.5962087112345992,0.6270510299518398
48935968,0.12441319902373749,0.8609767794690926
51182408,0.362479208717659,0.46301626064185375
50326662,0.6649895743321296,0.7257067278923474
51453549,0.5799229722733894,0.8500924524301995
48024296,0.5448048057443046,0.8091823007965604
49409617,0.6800381298989635,0.8221263953793928
51283855,0.7208608015753452,0.8242010768869541
47597524,0.6837691739085537,0.7581592792837395
48115275,0.69579960879945,0.7046895133081489
49285071,0.6549298628329934,0.8326782168162055
49338020,0.48476673643248247,0.7696831944568221
49285347,0.7001157430856966,0.7980778033165231
49320092,0.8026789266572422,0.7532304320200754
43956550,0.7338706289771151,0.8586458825285471
49293649,0.6599018068016175,0.7266114398401112
48723403,0.6846398026932982,0.7887912933816884
50065259,0.8766136809634281,0.8475616895624506
49775714,0.6548429163102433,0.8007518957970848
50605490,0.7342162988422405,0.7572713716697791
49323298,0.3369982364923025,0.8132093217684584
55206677,0.7812684057413914,0.8008594729282379
49526194,0.7746034903073102,0.8030908551511895
47198492,0.5576721415044429,0.8158002030129863
49285580,0.725389619547239,0.7926704789405856
50035810,0.6009778025464496,0.6496904812760407
50096803,0.6359764123757867,0.6295141125208443
49947575,0.6156936709727377,0.8022461198883891
50112852,0.344188222068036,0.7948927124543994
50732015,0.5851162097013363,0.758127287219813
49282840,0.7248837971134222,0.8568925211453464
49690092,0.8180349124009962,0.8698348603081467
46965631,0.573359919670282,0.8672217190736273
42158572,0.6601039360288468,0.7563346533611408
50080423,0.5526187184622805,0.6562116554948644
50868260,0.7112664928432741,0.7791334803352647
43291624,0.7793230212747293,0.7472639048596238
47955090,0.6781714222097387,0.8191591358427479
50360289,0.6617787112903523,0.6640575703174527
49316914,0.6608575220558731,0.7935160582136916
49304283,0.5452042341491182,0.6923086117543963
49895247,0.7954995096671805,0.8574895385959739
51187585,0.9107926337960762,0.8453298743379294
48354112,0.6327233223863467,0.6450904022102584
51386795,0.627176577032722,0.8012590097249133
49899046,0.7331369037776515,0.8138139173520595
43657055,0.862188007597549,0.8179035727783528
49339941,0.6391774280855859,0.81055857010276
49537320,0.658810948967679,0.7805165004753707
43938529,0.5577912513930865,0.7499228432697512
48412991,0.5487777391396185,0.5744978356613487
50338463,0.7789590652724698,0.8045505994330217
49366612,0.7925640043833956,0.797562238882893
45309394,0.6606114543260153,0.8305233457992945
43300691,0.8538915379028753,0.7833085803860647
46810088,0.7848789311548665,0.7699700829246743
50517946,0.8673510267328227,0.7160952634254474
50270852,0.7563796472106034,0.802647645985213
43827074,0.7675271449768657,0.7764943282139114
49321603,0.3365187377842502,0.775215813907718
55253646,0.5725682391925396,0.692485938417635
49657546,0.7327815753654247,0.7868150226120805
47253671,0.6736072372035574,0.8223521996514882
51294499,0.6243713333518204,0.8049157711767587
49750983,0.47521125908895573,0.8070186047441791
50085349,0.4633795218359342,0.6356905467843307
49333848,0.8207785062635584,0.8142341385272087
51337937,0.767188577387995,0.8088902180460866
49519159,0.8122914777497052,0.8609453101256264
49580528,0.7938159373953432,0.8089523496687879
41583182,0.7660649920900329,0.7675671768955376
55039999,0.6861759780659937,0.7570806808489761
47880107,0.7110557047169348,0.6841280676560001
51163624,0.47749054550708997,0.8011230890660918
50035828,0.6359355740422267,0.6465436508005515
46646710,0.7174664951696014,0.8188365081609678
49343951,0.882542717601669,0.8631076327253213
48569680,0.7499353282302447,0.8328671555415262
48211908,0.6282687279479762,0.717561719268854
50132868,0.8592759681031774,0.784857483764814
48193585,0.6573226578956292,0.8170272395323795
49681018,0.7538745801053471,0.8258230036678239
49619671,0.7405301504472216,0.8015305788646139
43628571,0.8892876478617112,0.8988137008099366
46839366,0.8364036223803328,0.8597554662350371
49980000,0.7452775324312964,0.8536272324065826
51141392,0.6632845909970514,0.7809895991106428
47862792,0.0,0.5546073439286738
55190284,0.6449695058592638,0.6487796953015567
50098924,0.6849420275159926,0.7514684448728458
51157822,0.3914868952158512,0.549671615623529
45210819,0.8030868731296895,0.8909609297353982
55058591,0.6215185071731741,0.807368325392957
50103123,0.6179885293838161,0.6928406141528964
47557319,0.7108035772013943,0.8588758536596243
49304048,0.6062933461713352,0.7519168642032412
50535003,0.6919609347534226,0.7986137352918413
51130296,0.6652057593626963,0.8108445795488674
49288963,0.524447015790036,0.8099758728195681
55039226,0.8527307059678584,0.8221435407097997
50038076,0.5801955907588284,0.6483524995664511
51484660,0.4947517515907429,0.5487310552193155
48919971,0.6801664685130014,0.844872887211798
49435576,0.6163248941441138,0.7689300824767318
55193083,0.6770003018339787,0.7979927469356228
49314547,0.6795661838305547,0.7854865864487225
49441196,0.7238596729295522,0.8051900636390884
49300381,0.6354970803563454,0.8031557125246994
45724122,0.8135269000927137,0.8587759016882223
45289650,0.8052519022399889,0.8536584556563763
50964610,0.5995964105559197,0.809426491124619
51131070,0.7852110216694338,0.8310234764817708
49465300,0.7402945367398697,0.8334678910351238
50619165,0.7429596524127023,0.8064951789460991
49285302,0.5325086829031658,0.7997116482428948
55029023,0.7733796977334307,0.8013879994775485
51140555,0.5771097767563677,0.6383970734225616
49303847,0.6569063393801162,0.8119244057609223
49301660,0.7592254744848386,0.8125185861039692
49293952,0.747405752372893,0.8160453793312594
50411677,0.6788008409896157,0.7176754148361562
50710928,0.5052073640138462,0.6517822621391491
49985495,0.7274935108797096,0.7194387079422113
49329935,0.30661287460526815,0.7892472737758444
51438839,0.5133462450266046,0.5486566625141348
49288790,0.19687626631734653,0.8268549888937909
45321536,0.5211358109482396,0.6411648164507098
49938017,0.7586724227534981,0.7998165138422152
49310744,0.5216105593585223,0.832460898834228
43155883,0.7013733003702752,0.8053315905120145
47953279,0.6510454166008627,0.860793507813833
43135445,0.6032059451967714,0.8323203875266479
48881913,0.1744477084208984,0.8039728976821592
50119215,0.6306674797194867,0.7327506206578625
50036682,0.7959523328531619,0.8218297851151277
49290779,0.785647679044551,0.7968456121972821
43971114,0.9461726481410615,0.7831361685318505
50108900,0.6835038284909449,0.6785379717102353
45598196,0.517855650485998,0.7188300902425689
48649645,0.5591072060518314,0.6965926970896494
51453229,0.7091575403246807,0.8057475401006455
49015988,0.8286891742858112,0.8511061179430734
50119396,0.6746101899056177,0.6467960812829601
50209097,0.7473960927260463,0.7933008050840975
50035604,0.5954649006683584,0.6660503753643401
55053316,0.8220663634697654,0.8176798780129986
50221663,0.7466606546553038,0.8125751413560184
48783425,0.7744639078384296,0.8329983192810437
12732283,0.7504519393684544,0.5257453369658416
49322518,0.6912498128372261,0.7575893570370185
49323135,0.7943287909547042,0.7593754096786727
43636775,0.3093237243220934,0.8566722960502957
49402354,0.6873788173555262,0.7579518107541144
50055760,0.5057078069634565,0.6455041680666085
49304109,0.6353282795918823,0.8163480900359252
49489357,0.6356866260806282,0.8001664053350599
43700431,0.9040487955511236,0.8575498631715717
44899469,0.6604562535469101,0.6808599149367984
43637186,0.6153725921418295,0.736987985921777
49322082,0.8129237821479227,0.8586837669834813
43770250,0.792695292342931,0.8409739197180264
49589436,0.7005970258835159,0.8252006678484983
48810898,0.8468374472710417,0.8386107769441508
49345820,0.2184018444058402,0.7731745344923212
49035899,0.60005746571384,0.828057008379183
49285715,0.7545218330841177,0.8219860061519009
40964109,0.8769460699954617,0.8829566011411616
48141801,0.7497287786495425,0.8080123827289597
48992911,0.7584904476300536,0.8073659103573589
49333801,0.7565355868875374,0.766065270809233
49350874,0.7435992536945314,0.8049871926974678
49301709,0.5509556730826993,0.763362314505509
43968280,0.6421521831576672,0.689092660356188
50881929,0.714020317064649,0.821186584502138
50470063,0.7425913073754147,0.7790873935682281
45317333,0.4687117235573837,0.5961174738529759
47162868,0.8682680110704343,0.8451293640330643
49321023,0.6013862956305608,0.8060676418901555
49304280,0.5561887375411559,0.7178172980432541
49284992,0.7696519915357186,0.8051998265975223
50035143,0.4504800789173681,0.6055083421156331
49297853,0.7061122607972252,0.7931532881833209
48306713,0.6348687116897098,0.7735827538848397
49306733,0.740347906445226,0.7953960365417969
49325410,0.8000165086244233,0.8687135907988158
51038970,0.7217674581432632,0.7521489796134562
49304614,0.7673847315769696,0.8002481844649396
41516420,0.34777351037420723,0.7875106161952301
47481412,0.7152449610667554,0.8355359149865886
49327024,0.4650235344273998,0.7615228222409948
49310001,0.7990982842882636,0.813615261926536
49589905,0.619738050348075,0.8113379178264932
49305888,0.7795012572007002,0.8315012460596362
49141084,0.7907977955374166,0.8444676718069266
48623632,0.7029893401710305,0.7808484105247048
51122047,0.35867614849361157,0.5581285512758718
55187414,0.6076961243284432,0.6580456109471328
50076153,0.6446291597349131,0.6466440712481343
49994194,0.7437233050647143,0.8017282132362342
50052040,0.5793692454761318,0.656082445923631
48611869,0.2813530483096051,0.8182546656645465
50034510,0.5810719565796687,0.6444255521556522
44153397,0.6908517532494197,0.6922727226844142
50053524,0.5324890001131538,0.6573234973233718
49466699,0.6963647711242749,0.8190629913817159
51049266,0.697975822087617,0.8153135522849059
49325811,0.712255742806678,0.7882668644961056
43747796,0.0,0.830922668809576
49288901,0.850695995855524,0.8182331008954823
50699198,0.7007391149732378,0.8136673454837597
49554032,0.6304342061274762,0.7861117600650372
49481461,0.4150357663995422,0.8023440394625553
55042343,0.7756585957431366,0.7921617331411024
43449544,0.6744429358522908,0.7497140263098037
49475515,0.6898837072978318,0.8401369640370472
50055768,0.5840677091835772,0.659257567152885
51249346,0.6540546418966376,0.8054143115967629
46684973,0.7565387062718861,0.8825697599844645
48947412,0.2425552678411653,0.7583755406268646
48773724,0.6493678925559377,0.8404847667505371
51049265,0.6902951689443598,0.8322657757104116
55027952,0.7998556580383767,0.7991498552814497
48231199,0.7777257633454675,0.8130764799296998
46965177,0.8864675584013212,0.8699322484798836
48495219,0.649805093621645,0.8244296068595758
51047252,0.5576057189632764,0.5698407041848516
49495917,0.7987374405805625,0.7927628565825943
50154336,0.8331465113279312,0.8437485395547205
44940191,0.7680143339525394,0.7617829122962212
45274384,0.7179536435028885,0.8445810272959886
49287297,0.8123915058529128,0.7936845509410976
49377655,0.6809483105768861,0.8600542038043874
50037709,0.649487632199463,0.6585330215255263
49521914,0.3540396539791697,0.829718308611712
50034893,0.586279630236903,0.6744420740913049
49683775,0.5428207439829221,0.8179014411608739
44904877,0.4770019600654366,0.6989115516131845
49300089,0.7371063239741187,0.7885123697192651
51449132,0.5934387652999532,0.7137104439881808
49287433,0.7526854450077166,0.755165200117383
50425933,0.6843408634832718,0.7345164415702365
49857514,0.7955354963287812,0.8283440284229024
49285415,0.7865309464098683,0.7685819978845493
49304836,0.7012404797968703,0.7232313118752368
50386238,0.7495303996458368,0.816391510227674
50034642,0.6406826755174485,0.6657341924023465
49339917,0.47813708154677215,0.6469020937269445
51428590,0.7079759953109017,0.8126861647914881
49487159,0.5594701162149427,0.8056017581549801
44107905,0.6845049065656059,0.7639061146299474
49465560,0.52370558040298,0.8148451041684784
47579063,0.4983118938587067,0.8252705596112642
51087255,0.42967451430388165,0.4625950306818987
51210652,0.6729330646350465,0.813159843034107
55021080,0.7799969912640337,0.8184849185476949
44608943,0.8242012184663611,0.8048701402647341
49539292,0.8222201721960276,0.7968199986888702
49797347,0.7900492917816175,0.8284206170582478
49291439,0.5740839918565207,0.8220049508107288
49108762,0.8363193434871534,0.8451249964923774
43418655,0.4729154063704057,0.6669345334022542
50221762,0.837859690096494,0.8444012247930508
50714752,0.668250472514612,0.8048256220086472
50551571,0.7134927183069278,0.873280725043699
42581992,0.7785643123932188,0.797438862238262
55128784,0.5945751560151205,0.7841700839403447
49362702,0.824744794285954,0.8729661837136377
43868657,0.6148035173047546,0.6892040733353224
47988898,0.8488082728840234,0.8557900589457792
46834147,0.6818741666110633,0.7827319725207986
49363439,0.6841134365651194,0.7121521651922652
50141572,0.7926059157651304,0.8377548337761904
49272460,0.6321120889323993,0.7977543072274388
49381263,0.725872966201658,0.7855996796793547
50039213,0.7807535161426622,0.6439472156769834
51104567,0.5859451688307438,0.614870696270691
48936295,-0.12906651159022545,0.8247783642820061
47841691,0.7022120597069437,0.7771687096282216
49434291,0.5536030137820113,0.7606343340048975
49300387,0.6305551495632202,0.7844967466660361
49387624,0.5600900360644714,0.7202244259627034
49344441,0.6141495699987918,0.8017888458410681
49669445,0.7730966301472849,0.819622146892506
49637251,0.7758593857047908,0.8022408514263535
50059605,0.6616856387968504,0.66860065200513
49285034,0.4468171471916459,0.814037904230342
50088542,0.6819091336595624,0.652182123451022
49364851,0.7693875211867565,0.7950893226577317
50064265,0.48335314269950347,0.6504549891604394
47170339,0.7270254867680107,0.7892703975538313
50639121,0.6085321670787772,0.8258780499601224
51253277,0.5738666659198632,0.5499258687673603
49361661,0.5352659543839938,0.8687086489545223
47581681,0.778391524608697,0.7679608521277284
49525751,0.7200595637023623,0.8391114915159359
50068174,0.659757926726911,0.6541079425746161
48906140,0.6768290524834512,0.7816160769400942
50037245,0.566538252418193,0.6487839032243881
43658921,0.7669689679819183,0.835314860800297
49385390,0.7822725821343656,0.789058714467711
49739042,0.495176422558054,0.8568496302609163
43902785,0.4570641004245675,0.5867143697670589
45753216,0.8035405472483472,0.8466761708719277
48872198,0.470558241639325,0.8363244458173748
48757657,0.7633087264595182,0.7710354755437845
51256695,0.7871527490093758,0.8247236939044665
50550012,0.4025915997775496,0.8015953305201511
49282872,0.6344812191143675,0.8020955678250948
50464620,0.7441340110333939,0.7943137080171696
49398131,0.6048116448116201,0.812073699170406
55111802,0.7157002758678057,0.8544546745728896
49316678,0.46817521500418047,0.627710247272825
50122287,0.4735309325816478,0.7240330590747414
43644041,0.71671846321817,0.8444088759192969
49673054,0.5492219927598218,0.7992646687260625
49652168,0.7782126036019218,0.8095875839422065
48991440,0.7073891909809685,0.8567098270253807
49350592,0.48592045228042124,0.7966632283857079
49290431,0.6704023213248193,0.759067205365323
49602784,0.6724600454573026,0.8055800819145066
49338820,0.750103612453453,0.7911402854655131
47022825,0.6686807363587488,0.858296571082347
49317828,0.7321326578915124,0.8051624413793853
49302963,0.6801990333079181,0.7879324939348781
48173987,0.761731388387924,0.8656990755547114
50035388,0.6454274550954989,0.8123391805778263
49323211,0.6389959671188868,0.8242240986603407
49300642,0.730429682977987,0.7548251852563537
49316515,0.6123965794033513,0.7736249753088036
50258136,0.46572145290604955,0.6564352697841979
47366012,0.6815071995163788,0.8197498622590337
49529162,0.628011736495982,0.8251420832919378
49285033,0.6100541509071937,0.830470659825112
49344070,0.6341497899045165,0.7079737978080632
43822758,0.5732372349308484,0.6892909944395713
49362055,0.7372640267248091,0.7843971541008774
50965707,0.782392037306141,0.8002689761914225
48109983,0.5718756421996435,0.8106054709764402
55232667,0.5836151631098525,0.7996709458213489
43916181,0.7117259618455427,0.7958926469264374
50055368,0.8015102652161609,0.8130250196066727
47505437,0.5547149092590888,0.7415445986077113
50302615,0.8016404682752075,0.8300028923200881
50361562,0.0,0.862909074658881
49351936,0.7194062941144587,0.7124625269462611
43648560,0.7497520845829115,0.8823592931496929
49429227,0.0,0.7196682709923213
51336824,0.34269979834106323,0.4865620208430315
50874121,0.8000147361300562,0.8467224700872764
48775021,0.7987256100766299,0.8595027204595486
49303669,0.8197995431729357,0.8214788086385246
49315809,0.812061269487422,0.7907289435470326
49546735,0.7965272968975525,0.7889376868017947
49300439,0.7310384336652239,0.796996631635848
47844487,0.8290865620767197,0.8045300100370195
41637689,0.8286536606452983,0.8568700759783622
49348100,0.7475451510908064,0.804229651100319
45318213,0.776370644087889,0.7247098865787213
49292533,0.5754952251210446,0.8320691309469379
49524514,0.7000411343423686,0.8513644448286292
50763369,0.675152241737025,0.7985168476454869
49466136,0.6054540314506565,0.8615335502055216
50239383,0.0,0.7980202947265924
47939772,0.844705966170483,0.795509658369931
55025533,0.640209225951168,0.8099876257836359
49078163,0.7277153746985576,0.7771214264519599
49449099,0.7444675329682975,0.8008697137430408
48513979,0.7298203917546378,0.8455447296671851
47581807,0.17330206451066196,0.733292198281792
44162244,0.48494537851810626,0.6748561355110932
43413818,0.7736803075583409,0.7773365774738843
50068294,0.4892065303525464,0.800717704319919
48645219,0.6794066784065103,0.8245500226475413
49317168,0.7098023361287769,0.8008657241079666
49288150,0.7428137329012737,0.8072689624300408
45818314,0.6323811557760849,0.668522996096995
49307104,0.7151643602069787,0.8283354316484902
48936353,0.6618715912879792,0.7422715665811591
47635910,0.8210882257030175,0.8419040735291781
49319281,0.7933078349502584,0.7889144551665104
49736959,0.7165636679118442,0.815956125624042
44030479,0.5521878940900969,0.7270604832330853
49297136,0.7351085049790127,0.7700561168248261
50103049,0.5898906499284606,0.8275509385787692
55187096,0.6655600282091814,0.7443446862126193
50044274,0.7596399094421825,0.6465809157550482
49307272,0.6344222742767281,0.7423616701616558
51267069,0.2767565707894296,0.7881463043832165
51090055,0.6554301835573657,0.8080904069767907
49746315,0.6596573499961902,0.8291437980855123
43881738,0.7889876513061865,0.73002523394919
50502442,0.7308024974447198,0.7202872761947877
48694876,0.5431791034815463,0.7825279147444639
50055835,0.8041486397953499,0.7503508817031791
49287037,0.7315442356310001,0.819755566504203
49440015,0.8074684805766719,0.8089966351088276
50039769,0.8157149755388224,0.8044456667619789
47977319,0.6783003903448178,0.709585709465575
43537733,0.7665454062298841,0.7525553334856986
49288447,0.7032671188324033,0.804930619907302
49286609,0.7131025634222112,0.7950024221762316
41331366,0.8274710531484158,0.8387612013885161
49554250,0.8132323845566324,0.8661169730260538
50048921,0.7389858472867238,0.7871314951107989
50038019,0.5646854643422464,0.6545307502153981
48256709,0.826815008996363,0.8327652672932869
49283431,0.5203315930336484,0.8186254619882777
50148955,0.6711617734763485,0.8165361219793433
49793614,0.7334303003045727,0.8177814627872696
49744076,0.770402900266362,0.7903832017504172
55233977,0.7223963037352634,0.7733099088856289
49344560,0.6263580422050883,0.8633474420044672
49233722,0.7419682447505485,0.8619030596229199
49490219,0.6448379751847944,0.8068409436951023
50068016,0.6062413286288796,0.6454993536558945
43877911,0.6288203139110585,0.7284619320661717
44159098,0.7942573576834834,0.810605792237645
43261533,0.8262587797867839,0.799754986964587
48386937,0.7483930887664272,0.8030464618346681
55221976,0.7954571422174546,0.8074125206829157
50195204,0.7605524325387577,0.7851633931651508
49441655,0.7523819550148082,0.8020375782050831
49305575,0.6337679146802744,0.817908860887656
45763457,0.7861836009499453,0.8943181669710887
50083973,0.8114158688895596,0.7948146684765754
50781385,0.6077607614224845,0.6989858896972078
45868985,0.754668395092326,0.6894491588749548
49287531,0.7089991376195408,0.7460663927603477
48712943,0.6924145338720525,0.8338482804142302
46539342,-0.024312423058637726,0.42648337183996476
49277438,0.7472390027118019,0.7924644192165634
48656124,0.5358931472348369,0.7668334393017697
48114326,0.34576607221765465,0.7916962177991888
49298892,0.7787705959848269,0.8239124479762405
50721221,0.311877673878938,0.8055134787884546
50428303,0.6819731850847194,0.784737335517292
51118444,0.7845524782179848,0.7750322630730128
